"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,Comentários,Salvamentos
18100132571075596,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Toque no link da bio e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"04/11/2026 07:06",https://www.instagram.com/p/DW_n6ykjsJv/,"Carrossel do Instagram",,Total,1499,628,7,1,0,0,0
18078651047436522,17841404658487124,oleonardorosso,"Leonardo Rosso","O experimento da Unicef revela uma falha biológica do ser humano: nós não temos tempo para analisar o valor real de tudo, então usamos a “embalagem” como atalho de confiança.�
Na Harmonização Facial, a sua “roupa suja” é o excesso de tecnicismo. Quando você posta fotos de seringas, nomes de ácidos e tabelas de mililitros, você está entregando um manual de instruções para quem queria, na verdade, um portal de transformação.�
O erro fatal: Ao educar o seu lead tecnicamente, você tira dele o motivo de te procurar como autoridade. Ele sente que já “sabe” o que precisa e chega na sua consulta apenas para leiloar o seu valor.�
Ser a autoridade inevitável da sua região não é sobre ser a que mais entende de anatomia (isso é sua obrigação), é sobre ser a que melhor comunica a solução.�
🚀 O método que já gerou mais de meio bilhão em faturamento para nossas mentoradas foca exatamente nisso: transformar seu talento invisível em lucro previsível.

Se você cansou de ser a “opção barata” e quer o mapa para faturar mínimo 100k por mês com o posicionamento certo, segue a gente que você está no lugar certo.",120,"04/10/2026 07:51",https://www.instagram.com/reel/DW9IIXqAioW/,"Reel do Instagram",,Total,928,747,14,3,0,0,3
18111129061805725,17841404658487124,oleonardorosso,"Leonardo Rosso","O seu faturamento está travado no tamanho da sua autoconfiança.

Se você que aprender a faturar seus 6 dígitos por mês e sustentar esse crescimento sem sacrificar seu tempo, saúde e família, te convido a clicar no link da Bio e aplica para uma sessão estratégica com nosso time. 

Como dizemos na Reconecta: você é a sua paciente mais difícil. Enquanto você se enxergar como uma “vendedora de seringas”, o mercado vai te pagar o preço de uma commodity.

A grande virada de chave, como aconteceu com a Luísa, não vem apenas de uma metodologia, mas de uma mudança de consciência sobre quem você é e o impacto que o seu trabalho gera na vida de quem senta na sua cadeira.

Se você já se sentiu como a Heloísa, saiba que essa pode ser a sua última e melhor tentativa. Nós validamos esse caminho com mais de meio bilhão de reais em faturamento real para as nossas mentoradas.",50,"04/09/2026 11:22",https://www.instagram.com/reel/DW67lgHiZ-1/,"Reel do Instagram",,Total,947,783,11,1,1,1,2
18095955500472079,17841404658487124,oleonardorosso,"Leonardo Rosso","COMENTE “SUPERCASO” se você quer ter de 10 a 60 novos pacientes todos os meses. 🚀

Sem precisar postar todo dia, sem ter milhares de seguidores, sem dar 1 real de desconto, sem ser alguém que você não é e, principalmente, sem agência de tráfego pago que só queima o seu dinheiro.

Somos responsáveis pela metodologia que já gerou mais de meio bilhão em faturamento para as nossas mentoradas. Com um método validado, seu compromisso em fazer acontecer e o acompanhamento diário de quem se importa com seu resultado, os seus 6 dígitos por mês é questão de pouco tempo.",0,"04/09/2026 06:41",https://www.instagram.com/p/DW6bcj_Fsz1/,"Carrossel do Instagram",,Total,2268,923,16,6,2,4,9
18117003016656310,17841404658487124,oleonardorosso,"Leonardo Rosso","Por que investir em “tudo” no marketing ainda não trouxe os pacientes que você deseja? 🤔

Muitas doutoras vivem exaustas, investindo em tráfego pago, videomakers, cursos, parcerias, mas só atraem curiosos que pedem desconto e não valorizam a consulta. O erro não é a sua técnica, é o seu posicionamento.

A Gabriela e o Daniel sentiram isso na pele ao abrir uma clínica do zero. Eles decidiram que a Reconecta seria a última e melhor tentativa de dar certo. O resultado? Agenda de 6 dígitos em apenas 3 meses.

Você não precisa de mais um curso técnico ou de mais “tentativas”. Você precisa de um método validado e acompanhamento diário de quem se importa com os seus resultados.

Se você cansou de dar “gritos de socorro” sem retorno, esta é a sua virada de chave. 

Se você quer o mapa exato para faturar os seus 6 dígitos por mês e sustentar esse crescimento sem que isso sacrifique seu tempo, saúde e família…

🔗 Te convido a clicar no link da Bio e aplicar para uma Sessão Estratégica com o nosso time.",75,"04/08/2026 12:44",https://www.instagram.com/reel/DW4fogbiYf9/,"Reel do Instagram",,Total,1040,854,4,6,1,0,4
17931885357249550,17841404658487124,oleonardorosso,"Leonardo Rosso","Você sente que quanto mais conteúdo técnico posta, menos pacientes qualificados aparecem? 🤔

Muitas doutoras acreditam que transformar o feed em uma “aula de anatomia” é o único caminho para construir autoridade. Mas a verdade é um balde de água fria: essa obsessão pode estar destruindo a rentabilidade da sua clínica.

Ao detalhar cada mililitro, produto e técnica na legenda, você comete três erros fatais: 
1️⃣ Mata a curiosidade: O paciente já recebeu todas as respostas e não tem mais motivo para te enviar um Direct. 

2️⃣ Educa o lead errado: Ele chega na consulta apenas para “ditar” o valor e o que “deve” ser feito, como se estivesse escolhendo um item em um cardápio. 

3️⃣ Gera medo por falta de clareza: O que para você é técnica, para o leigo é confusão. E cérebro confuso não compra.

Tudo o que você coloca no feed, você coloca na boca do seu lead. 

Se você foca na técnica, ele foca no preço. Se você foca no SUPERCASO, na dor, na transformação e no desejo, ele foca no resultado.

Quem já entendeu essa engenharia vive uma realidade de agenda cheia, recordes de faturamento e a segurança de ser a autoridade da sua região.

E o melhor: você NÃO precisa ser refém de agências ou postar todos os dias para faturar 6 dígitos. Você só precisa do sistema certo e de acompanhamento diário de quem se importa com seus resultados.

🚀 Quer o mapa para faturar mínimo 100k por mês usando essa engenharia?

🔗 Clique no link da Bio agora e aplique para uma sessão estratégica gratuita com o nosso time. Você não vai precisar de uma próxima tentativa, porque este é o método que finalmente reconecta o seu valor real ao lucro que você merece.",0,"04/08/2026 05:18",https://www.instagram.com/p/DW3tOlDlvLG/,"Carrossel do Instagram",,Total,3206,1264,28,17,1,0,10
17933627076213924,17841404658487124,oleonardorosso,"Leonardo Rosso","Somos a sua última melhor tentativa de dar certo 🏆

Você não precisa de mais uma agência de tráfego pago, tampouco de mais um curso técnico ou de promoções ou parecer quem não é para ter a agenda que desejou com o sucesso da sua clínica. 

Fazer com que o seu faturamento reflita o nível da excelência da sua entrega é método e acompanhamento diário de quem se importa com o seu resultado. 

É assim que viemos transformando a vida de mais 350 doutoradas… ajudando elas a faturarem mínimo 100k por mês sem sacrificar tempo, saúde e família.

Se faz sentido para você, toca no link da Bio e aplica para uma conversa gratuita com nosso time. Queremos te ouvir, entender o teu momento e ver se faz sentido apoiarmos você na construção da sua agenda de R$1 milhão, por ano!",0,"04/07/2026 11:19",https://www.instagram.com/p/DW1xq1uCSkl/,"Carrossel do Instagram",,Total,1443,678,11,6,0,0,7
18110710436328748,17841404658487124,oleonardorosso,"Leonardo Rosso","Você é a melhor escolha da sua cidade, mas o seu paciente ainda não sabe disso. 

Ter uma técnica impecável e investir nos melhores cursos do exterior é a sua obrigação como profissional. Mas, no jogo do mercado, a excelência técnica é invisível até que alguém decida sentar na sua cadeira.

O que separa a doutora que “está tentando” daquela que tem a agenda fechada com planos de R$ 20k, R$ 30k, não é apenas a mão, é o posicionamento.

Enquanto você focar apenas em vender o “quê” (o procedimento), você será comparada pelo preço. Quando você passa a ser a referência que resolve o “caos” e o “presente inaceitável” de quem te assiste, o preço deixa de ser o obstáculo.

A pergunta não é se você é boa o suficiente. A pergunta é: quando a decisão de compra acontece na mente da sua paciente, é o seu rosto que aparece? 

Invisibilidade é o imposto mais alto que você paga por não se posicionar.

🚀 Quer entender como transformar sua técnica em uma agenda previsível e de alto ticket com quem já gerou mais de meio bilhão em faturamento para mais de 350 doutoras?

Te convido a clicar no link da Bio e verificar a disponibilidade para a nossa próxima consultoria. Vamos tirar você do anonimato e te ajudar a faturar mínimo 100k por mês sem sacrificar seu tempo, saúde e família 🏆",73,"04/07/2026 05:45",https://www.instagram.com/reel/DW1K6ihAsRl/,"Reel do Instagram",,Total,1378,1117,13,4,3,0,7
18149372893477604,17841404658487124,oleonardorosso,"Leonardo Rosso","O que separa você de uma agenda de R$ 1 milhão por ano não é “mais um curso técnico”. 

A Dra. Raquel Vasquez vivia o “mundo comum” de muitas doutoras: exaustão operacional, dependência de indicações e pacientes que só pediam desconto. Ela achava que, para faturar mais, precisava trabalhar mais horas.

O jogo mudou com o Mecanismo SUPERCASO. ⚙️

O framework que permitiu essa transformação foca em 5 pilares estratégicos:
1. Posicionamento: Deixar de ser um “cardápio” para ser especialista em um único problema.
2. Tráfego: Investir 1h por semana para aparecer apenas para o público certo da sua região.
3. Ativação: Usar a Fábrica de Contatos para ter 70% de retorno dos novos seguidores.
4. Conexão: Transformar o atendimento em uma ponte entre o presente inaceitável e o futuro perfeito.
5. Fechamento: Construir valor real para fechar planos de 8, 10, 20, 30 mil.

A sorte é o que acontece quando a preparação encontra a oportunidade. Raquel estava preparada. E você?

Já geramos meio bilhão em receitas para nossas mentoradas. Sua agenda de um milhão começa com uma única decisão.

🔗 Se fez sentido para você, toque no link da Bio e aplique para uma Sessão Estratégica gratuita com o nosso time. Vai ser um prazer te escutar, entender o teu momento e ver se faz sentido te apoiarmos na construção da sua agenda de 1milhão por ano.",0,"04/06/2026 14:10",https://www.instagram.com/p/DWzgdGkCQC9/,"Carrossel do Instagram",,Total,2509,1178,26,4,0,0,18
18085487936601960,17841404658487124,oleonardorosso,"Leonardo Rosso","Você vai entender como se tornar referência na sua região e a faturar mínimo 100k por mês sem sacrificar tempo, saúde e família. 

Somos responsáveis por mais de meio bilhão de faturamento para as nossas mentoradas. Aqui você encontra método validado ancorado em acompanhamento real até que os seus resultado se tornem consequência inevitável. 

E ah! O momento certo para a vida que você sonha com o sucesso da sua clínica é agora 🏆",94,"04/06/2026 11:31",https://www.instagram.com/reel/DWzOFvhCfyP/,"Reel do Instagram",,Total,1045,942,14,2,0,0,2
17870880300597449,17841404658487124,oleonardorosso,"Leonardo Rosso","Seria possível faturar mais de R$ 200 mil em um único mês com Harmonização Facial em uma cidade de apenas 17 mil habitantes?",109,"04/05/2026 12:00",https://www.instagram.com/reel/DWwsx75h5fK/,"Reel do Instagram",,Total,42349,28168,460,19,57,4,17
18309883045287999,17841404658487124,oleonardorosso,"Leonardo Rosso","O fim da escolha impossível entre a Família e a Clínica 👩‍👧‍👧

Muitas doutoras vivem com a sensação de que, para ter sucesso na Harmonização, é preciso sacrificar a presença com os filhos. 

Trabalham noites, sábados e feriados, mas o faturamento mal paga as contas no fim do mês.

O erro não está na sua técnica ou no seu mercado. O erro está em não ter um processo estratégico que valorize o seu tempo e transforme o seu conhecimento em um faturamento previsível, sem exigir que você seja escrava da própria agenda.

Na Reconecta, somos responsáveis por mais de meio bilhão de reais em faturamento gerado para nossas mentoradas. 

Enquanto você cuida das suas pacientes, nós cuidamos do seu negócio para que você alcance os 6 dígitos de forma sustentável.

Resultado real (Dê o play no Slide 5 para ouvir):
* Faturamento multiplicado por 5.
* Fim dos atendimentos aos sábados e em manhãs estratégicas.
* Reforma e ampliação para um novo espaço clínico.

Aqui não existem pontas soltas. Você terá uma metodologia validada e acompanhamento de perto, caminhando com quem domina o trajeto para que você não precise sacrificar sua saúde ou seu tempo com a família.

Você está pronta ser uma mãe presente e uma profissional de sucesso?🚀

👉 Clica no botão/link da Bio e aplique para uma Sessão Estratégica com o nosso time.",0,"04/05/2026 07:14",https://www.instagram.com/p/DWwMCjTlr5a/,"Carrossel do Instagram",,Total,1698,754,7,2,0,1,1
18104947864729741,17841404658487124,oleonardorosso,"Leonardo Rosso","Cidade pequena não é desculpa para não faturar mínimo 100k por mês trabalhando menos e ganhando mais. 

Somos responsáveis por gerar mais de meio bilhão faturamento para nossas mentoradas 🏆

Se fez sentido para você, clica no link da Bio, e aplica para uma sessão estratégica, vamos entender o teu momento e te mostrar como conseguir a sua agenda de R$ 1 milhão por ano sem sacrificar seu tempo, saúde e família e sendo referência na sua cidade!",38,"04/04/2026 16:00",https://www.instagram.com/reel/DWujdZqyQIC/,"Reel do Instagram",,Total,484059,223305,3228,18,477,7,16
18081532787577485,17841404658487124,oleonardorosso,"Leonardo Rosso","Como faturar mínimo 100 mil reais por mês com Harmonização Facial no interior? 🚀

Muitas doutoras acreditam que o teto de faturamento da clínica é definido pelo CEP, mas o caso da Dra. Débora prova que cidade pequena não é desculpa para agenda vazia.

Depois de 15 anos de profissão e especializações no exterior, ela tinha técnica, mas o faturamento não passava dos 100 mil. O que faltava não era mais um curso de injetáveis, era o método de posicionamento e captação que ninguém ensina na faculdade.

Na Reconecta, ajudamos você a parar de depender de indicações e construir a sua agenda de R$1 milhão de reais no ano trabalhando menos e ganhando mais.

Se fez sentido pra você, toca no link da BIO e aplica para uma sessão estratégica.",0,"04/04/2026 13:29",https://www.instagram.com/p/DWuSN6tifKI/,"Carrossel do Instagram",,Total,1705,825,10,4,0,0,0
18127928353563478,17841404658487124,oleonardorosso,"Leonardo Rosso","Onde você perdeu o voto de confiança em si mesma?

A gente passa a vida esperando que a confiança “caia do céu” ou que um resultado extraordinário finalmente nos dê a permissão de nos sentirmos seguras.

Mas a confiança não é um sentimento que você espera chegar. A confiança é o resultado de um histórico.

Como diz Brené Brown: você só confia em quem cumpre o que promete. E isso vale, acima de tudo, para a relação que você tem com a pessoa que você vê no espelho toda manhã.

Sabe aquela postagem que você disse que faria e não fez?
Aquele curso que você comprou e parou no segundo módulo?
Aquela mudança no posicionamento que você ensaia, mas adia porque “ainda não é o momento perfeito”?

Cada pequena promessa que você faz para você e não cumpre é um voto contra a sua própria autoconfiança. O seu cérebro registra: “Eu não sou alguém em quem eu possa contar”. E é nesse silêncio interno que a insegurança ganha força. Não é que você não consegue o que está tentando; é que você parou de acreditar que é capaz de sustentar o caminho.

A confiança real não depende da aprovação externa ou do mercado estar favorável. Ela depende da sua capacidade de manter um compromisso consigo mesma quando está difícil.
Quer recuperar a sua confiança? Comece pequeno.

Não tente mudar sua clínica inteira hoje. Escolha uma promessa “ridiculamente pequena” e cumpra. Não porque isso vai resolver o seu problema de faturamento agora, mas porque isso vai mudar a forma como você se vê.

No fim, a confiança é feita de milhares de escolhas de não se abandonar.

Qual é a pequena promessa que você vai cumprir com você ainda hoje? Escreve aqui embaixo. Vamos selar esse compromisso. 👇",0,"04/04/2026 08:03",https://www.instagram.com/p/DWt0hWLFrq1/,"Imagem do Instagram",,Total,2091,1240,13,3,0,0,1
18110844025748306,17841404658487124,oleonardorosso,"Leonardo Rosso","Você já sentiu que, por mais que poste resultados incríveis, o seu WhatsApp só recebe perguntas como o “preço do Botox”?.

Isso é um sintoma claro de um mau posicionamento. Quando você foca na promoção e no desconto, você não está atraindo pacientes; você está educando o mercado a te enxergar como um cardápio de procedimentos, e não como a solução definitiva para a dor dele.

O resultado? O paciente que vem por R$ 50 de desconto é o mesmo que some por R$ 10 de diferença no concorrente.

A virada de chave para fechar protocolos de R$ 15k a R$ 22k sem medo: 
1. Pare de vender o “Meio” (o produto): Ninguém acorda querendo “ácido hialurônico”. Elas acordam querendo o fim do rosto derretido e do semblante cansado.  
2. Seja especialista em UM problema: Quem tenta resolver tudo é comparado com todos. Quem domina a resolução de um problema único ocupa um lugar exclusivo na mente do paciente.  
3.  Valorize o seu Diagnóstico: Jamais fale de valores sem antes aprofundar no “presente inaceitável” do seu paciente. A consulta paga não é um custo, é o filtro que separa curiosos de pessoas comprometidas com o resultado extraordinário.  
O sucesso na Harmonização não depende de “mais promoções”, mas de um método que ajude você a atrair as pessoas certas, que pagam o que você realmente vale.

🚀 Se você quer parar de rifar seu trabalho e construir uma agenda com previsibilidade de 10 a 60 novos pacientes por mês: 
👉 Toque no link da minha bio e agende sua Sessão Estratégica agora..",0,"04/03/2026 15:11",https://www.instagram.com/p/DWr5GxViSXU/,"Carrossel do Instagram",,Total,8110,3566,51,22,1,0,39
18099153455489592,17841404658487124,oleonardorosso,"Leonardo Rosso","R$13,5 mil em novos pacientes + R$14 mil em recorrência = R$27,5 mil por semana. R$110 mil/mês. R$1,32 milhão/ano. 10 horas de clínica por semana. A questão não é SE, É QUANDO e COMO

Toque no link da Bio e agenda a sua sessão estratégica, nosso time está pronto para te ouvir, entender o seu momento atual, e ver se podemos te apoiar.",13,"04/03/2026 08:48",https://www.instagram.com/reel/DWrNNSQgjLz/,"Reel do Instagram",,Total,1510,909,15,0,0,0,2
17996118182758954,17841404658487124,oleonardorosso,"Leonardo Rosso","Se você também vive esse dilema, clica no link da Bio e agenda uma sessão estratégica com o nosso time. 

Você vai descobrir como faturar mínimo 100k por mês sendo uma mãe presente e uma profissional bem sucedida 🏆",115,"04/02/2026 15:01",https://www.instagram.com/reel/DWpS-aKgnpd/,"Reel do Instagram",,Total,848,676,15,1,1,4,1
18070014644282938,17841404658487124,oleonardorosso,"Leonardo Rosso","Muita gente deseja a “genialidade” de uma agenda lotada e um faturamento de 1 milhão no ano, mas pouca gente aceita o que faz alguém ser genial: o compromisso com a repetição.

A performance extraordinária não é um dom divino ou um golpe de sorte. É processo. É a repetição do posicionamento, do método e do cuidado com cada detalhe, pelo tempo suficiente.

Enquanto muitos esperam ser o “Messi” da harmonização, contando com um talento nato ou algo externo que não controlam, quem chega no topo decide ser o Cristiano Ronaldo.

O sucesso dele não é um mistério, é uma decisão. É alguém que decidiu que o talento (ou a falta dele) não seria uma desculpa. É foco e compromisso com o fundamento, mesmo quando ele não parece extraordinário.

Talvez não te falte talento. Talvez te falte repetição qualificada.

Quantas vezes você ignorou o básico bem feito procurando por uma novidade mágica? O extraordinário está no acúmulo. Quando você repete a coisa certa, pelo motivo certo, o mundo chama de gênio quem, na verdade, só foi disciplinado.

Você não precisa descobrir algo novo hoje. Você precisa repetir melhor o que você já sabe que funciona até se tornar inevitável.
Se você está cansada de procurar ‘novidades mágicas’ e está pronta para repetir o método que traz de 10 a 60 novos pacientes todos os meses, o seu próximo passo está aqui.

🎟️As inscrições para ‘A Última Pior Semana da Sua Clínica’ estão abertas. 

É a sua chance de garantir o Lote Zero com R$ 500 de desconto, mas o prazo encerra hoje, às 23:59. Pare de esperar o ‘dom’ e comece o seu processo. 

Toque no link da Bio e confirme sua presença.",0,"04/01/2026 07:17",https://www.instagram.com/p/DWl4siQgqek/,"Imagem do Instagram",,Total,1098,593,6,1,0,0,1
18086447246594020,17841404658487124,oleonardorosso,"Leonardo Rosso","Se você sente que vive em uma montanha-russa de dias bons e ruins... Se o posicionamento que você tem hoje não traz a consistência e o lucro que você sabe que merece... Se você sente que cobra menos do que deveria, que trabalha muito mais do que ganha, e que tem sacrificado sua saúde, seu tempo e sua família em uma busca exaustiva pelo sucesso...

Esta foi a sua última pior semana vivendo assim. 

O faturamento de R$ 100 mil/mês não vem de dar descontos ou mendigar atenção no Instagram. Ele nasce de um posicionamento tão magnético que, quando o paciente chega até você, ele já chega quase decidido.

Ele não está mais no mercado “pesquisando orçamentos de botox”; ele está buscando o seu olhar, a sua curadoria e a resolução do caos que ele vive hoje, algo que só você, com a maestria que ele procura, é capaz de resolver.

🚀 O SEU PRÓXIMO NÍVEL COMEÇA HOJE:  GARANTA SUA PRÉ-INSCRIÇÃO  NO LINK DA BIOATÉ A 00:00 DO DIA DE HOJE!

O que você vai aprender em 2 dias: 📚

💰 Como cruzar +R$25 mil por semana só com harmonização facial
🎯 Sem depender de mais um curso técnico
📱 Sem virar refém de conteúdo no Instagram

📈 Meio bilhão em vendas de tratamentos.
Uma única estratégia.

Amanhã você descobre todos os detalhes 👀",0,"03/31/2026 15:07",https://www.instagram.com/p/DWkKPegCVAg/,"Carrossel do Instagram",,Total,1733,831,9,6,0,0,7
18111804208761960,17841404658487124,oleonardorosso,"Leonardo Rosso","Amanhã, 01/04, às 7h da manhã ⏰

O Lote ZERO da A Última Pior Semana da Sua Clínica abre para você 🚀

Só pra quem fez pré-inscrição 🔐
Só até meia-noite 🌙

O que você vai aprender em 2 dias: 📚

💰 Como cruzar +R$25 mil por semana só com harmonização facial
🎯 Sem depender de mais um curso técnico
📱 Sem virar refém de conteúdo no Instagram

📈 Meio bilhão em vendas de tratamentos.
Uma única estratégia.

Amanhã você descobre todos os detalhes 👀

Fica de olho aqui 🔔
O link chega cedo.",40,"03/31/2026 11:31",https://www.instagram.com/reel/DWjxVV_CefR/,"Reel do Instagram",,Total,867,696,11,2,0,1,0
18072450443235261,17841404658487124,oleonardorosso,"Leonardo Rosso","🎟️ PRÉ-INSCRIÇÃO ABERTA, link na BIO

No evento “A Última Pior Semana da Sua Clínica”, você vai ver ao vivo como as maiores referências do mercado de harmonização chegaram onde estão.

🚫 Não é palestra motivacional vazia.
💡 São profissionais que faturam milhões mostrando o bastidor real: erros, acertos e o que realmente funciona.
Você vai descobrir exatamente o que elas fizeram diferente: 🎯 Como posicionar sua clínica pra atrair paciente que paga (sem depender de promoção)
💬 Como converter no WhatsApp sem parecer vendedora
💎 Como fechar consultas de alto ticket sem objeção de preço
📅 Como estruturar sua agenda pra trabalhar menos e faturar mais

Não é sobre trabalhar mais. É sobre trabalhar certo. É sobre ter o sistema completo que te faz alcançar 6 dígitos por mês sem sacrificar sua saúde, seu tempo com quem você ama, e sua paz.
O sucesso que você sempre sonhou não precisa custar sua vida.
PRÉ-INSCRIÇÃO ABERTA. Link na BIO",44,"03/30/2026 15:13",https://www.instagram.com/reel/DWhmEUoiTix/,"Reel do Instagram",,Total,1120,867,8,5,0,0,4
18060969521389475,17841404658487124,oleonardorosso,"Leonardo Rosso","🎟️ PRÉ-INSCRIÇÃO ABERTA, link na BIO

No evento “A Última Pior Semana da Sua Clínica”, você vai ver ao vivo como as maiores referências do mercado de harmonização chegaram onde estão.

🚫 Não é palestra motivacional vazia.
💡 São profissionais que faturam milhões mostrando o bastidor real: erros, acertos e o que realmente funciona. 
Você vai descobrir exatamente o que elas fizeram diferente:  🎯 Como posicionar sua clínica pra atrair paciente que paga (sem depender de promoção)
💬 Como converter no WhatsApp sem parecer vendedora
💎 Como fechar consultas de alto ticket sem objeção de preço
📅 Como estruturar sua agenda pra trabalhar menos e faturar mais

 Não é sobre trabalhar mais. É sobre trabalhar certo. É sobre ter o sistema completo que te faz alcançar 6 dígitos por mês sem sacrificar sua saúde, seu tempo com quem você ama, e sua paz. 
O sucesso que você sempre sonhou não precisa custar sua vida.
PRÉ-INSCRIÇÃO ABERTA. Link na BIO",0,"03/30/2026 10:44",https://www.instagram.com/p/DWhHSoBCQh3/,"Carrossel do Instagram",,Total,1697,741,14,8,0,2,3
17921588541290326,17841404658487124,oleonardorosso,"Leonardo Rosso","🎟️ PRÉ-INSCRIÇÃO ABERTA, link na BIO

No evento “A Última Pior Semana da Sua Clínica”, você vai ver ao vivo como as maiores referências do mercado de harmonização chegaram onde estão.

🚫 Não é palestra motivacional vazia.
💡 São profissionais que faturam milhões mostrando o bastidor real: erros, acertos e o que realmente funciona. 
Você vai descobrir exatamente o que elas fizeram diferente:  🎯 Como posicionar sua clínica pra atrair paciente que paga (sem depender de promoção)
💬 Como converter no WhatsApp sem parecer vendedora
💎 Como fechar consultas de alto ticket sem objeção de preço
📅 Como estruturar sua agenda pra trabalhar menos e faturar mais

 Não é sobre trabalhar mais. É sobre trabalhar certo. É sobre ter o sistema completo que te faz alcançar 6 dígitos por mês sem sacrificar sua saúde, seu tempo com quem você ama, e sua paz. 
O sucesso que você sempre sonhou não precisa custar sua vida.",0,"03/29/2026 14:34",https://www.instagram.com/p/DWe8cqtiYWa/,"Imagem do Instagram",,Total,1908,1016,16,1,1,0,1
18116790493726220,17841404658487124,oleonardorosso,"Leonardo Rosso","Pré-inscrição aberta para “A Última Pior Semana da Sua Clínica”. Link na bio.�
Você está pagando o preço. Tempo, foco, disciplina. A pergunta é: na direção certa ou errada?

Porque a maioria dos eventos te faz pagar o preço... e voltar pro mesmo lugar. Você sai animada. Volta segunda-feira. E nada muda.

Como a Cecília Beringui disse:
“Eu já participei de eventos de harmonização onde eu saía extremamente desconfortável devido à comparação. Aqui não. A gente sai animado, estimulado, motivado a acreditar mais em si. Você vai receber uma metodologia detalhada, um acompanhamento próximo. Esse evento é transformador.”

Você não vai sair só motivada.

Você vai sair com o mapa completo de quem saiu de 30k sangrando pra 100k+ trabalhando menos.
Com a direção certa. Com o sistema que faz esforço virar construção.

Ambiente de coelevação. Metodologia detalhada. Passo a passo completo para aplicar no mesmo dia!",86,"03/28/2026 15:15",https://www.instagram.com/reel/DWcct8NyPt1/,"Reel do Instagram",,Total,16603,12408,219,6,9,0,9
18423990412189371,17841404658487124,oleonardorosso,"Leonardo Rosso","R$13,5 mil em novos pacientes + R$14 mil em recorrência = R$27,5 mil por semana. R$110 mil/mês. R$1,32 milhão/ano. 10 horas de clínica por semana. A questão não é SE, É QUANDO e COMO

Toque no link da Bio e agenda a sua sessão estratégica, nosso time está pronto para te ouvir, entender o seu momento atual, e ver se podemos te apoiar.",0,"03/28/2026 07:34",https://www.instagram.com/p/DWboC93lh8p/,"Carrossel do Instagram",,Total,330692,79506,404,7,16,8,23
17990977829778532,17841404658487124,oleonardorosso,"Leonardo Rosso","A verdade que você não fala em voz alta é que…

você se sente culpada.

Culpada por não ter almoçado de novo.
Culpada por ter perdido a apresentação da sua filha.
Culpada por olhar no espelho e não reconhecer quem você se tornou.

Você achava que trabalhar 12 horas por dia era o preço do sucesso.

Mas o faturamento não aumenta.
E a exaustão só cresce.

Reuniões sem fim.
Pacientes que marcam e desmarcam.
WhatsApp que nunca para.
Consultas que não fecham.

E uma voz na sua cabeça que diz:
“quando melhorar, eu paro”.

Mas não melhora.

Porque você está operando, não liderando.

E aqui está a verdade que ninguém te contou:

Liderar uma clínica de sucesso não precisa custar sua vida.

Existe um caminho onde você:
→ fatura mais
→ trabalha menos
→ volta a se reconhecer no espelho

Onde você tem horário de almoço.
Onde você busca sua filha na escola. 
Onde você não se sente culpada por existir.

No evento “A Última Pior Semana da Sua Clínica”, você vai conhecer doutoras que estavam exatamente onde você está.

E hoje faturam o dobro, trabalhando metade das horas.

Elas vão te mostrar como fizeram isso.

🚫 Não é palestra motivacional.
💡 É o sistema completo que te devolve sua vida enquanto multiplica seu faturamento.

Sua família não quer somente uma mãe e esposa de sucesso.
Eles querem uma mãe e uma esposa presente.

E aqui você pode ser as duas coisas.

CLICA NO LINK DA BIO e faça a sua pré-inscrição para o evento:
A ÚLTIMA PIOR SEMANA DA SUA CLÍNICA",11,"03/27/2026 13:30",https://www.instagram.com/reel/DWZr_n2hQPP/,"Reel do Instagram",,Total,1294,1141,7,0,0,0,2
18093068569890444,17841404658487124,oleonardorosso,"Leonardo Rosso","No evento “A Última Pior Semana da Sua Clínica”, você vai sair com o sistema completo de quem estava no aperto e hoje fatura 6 dígitos por mês.

É um ambiente de coelevação. Onde as maiores do mercado vão compartilhar a trajetória real. Os erros. As escolhas. O que funcionou.

Você não vai sair só motivada. Você vai sair acreditando em você. Com o passo a passo desenhado. E com vontade cada vez mais de crescer.

PRÉ-INSCRIÇÃO ABERTA Link na BIO",0,"03/27/2026 09:00",https://www.instagram.com/p/DWZNGB2FhA5/,"Carrossel do Instagram",,Total,1618,717,11,2,0,0,5
18067173311327611,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",31,"07/12/2025 14:32",https://www.instagram.com/reel/DMBd6tNJD0B/,"Reel do Instagram",,Total,1020,520,19,1,0,1,1
